id	gene_symbol	complex
YGR166W	KRE11	TRAPP complex
YKR068C	BET3	TRAPP complex
YML077W	BET5	TRAPP complex
YMR218C	TRS130	TRAPP complex
YOR115C	TRS33	TRAPP complex
YDL201W	TRM8	tRNA Methyltransferase Complex
YDR165W	TRM82	tRNA Methyltransferase Complex
YAR008W	SEN34	tRNA-intron endonuclease complex
YLR105C	SEN2	tRNA-intron endonuclease complex
YMR059W	SEN15	tRNA-intron endonuclease complex
YPL083C	SEN54	tRNA-intron endonuclease complex
YFL037W	TUB2	Tubulins
YML085C	TUB1	Tubulins
YBR112C	CYC8	Tup1p/Ssn6p complex
YCR084C	TUP1	Tup1p/Ssn6p complex
YBR119W	MUD1	U1 snRNP complex
YDL087C	LUC7	U1 snRNP complex
YDR235W	PRP42	U1 snRNP complex
YDR240C	SNU56	U1 snRNP complex
YER029C	SMB1	U1 snRNP complex
YFL017W-A	SMX2	U1 snRNP complex
YGR013W	SNU71	U1 snRNP complex
YGR074W	SMD1	U1 snRNP complex
YHR086W	NAM8	U1 snRNP complex
YIL061C	SNP1	U1 snRNP complex
YKL012W	PRP40	U1 snRNP complex
YLR147C	SMD3	U1 snRNP complex
YLR275W	SMD2	U1 snRNP complex
YLR298C	YHC1	U1 snRNP complex
YML046W	PRP39	U1 snRNP complex
YOR159C	SME1	U1 snRNP complex
YPR182W	SMX3	U1 snRNP complex
YDL030W	PRP9	U2 snRNP complex
YDL043C	PRP11	U2 snRNP complex
YER029C	SMB1	U2 snRNP complex
YFL017W-A	SMX2	U2 snRNP complex
YGR074W	SMD1	U2 snRNP complex
YIR005W	IST3	U2 snRNP complex
YIR009W	MSL1	U2 snRNP complex
YJL203W	PRP21	U2 snRNP complex
YLR147C	SMD3	U2 snRNP complex
YLR275W	SMD2	U2 snRNP complex
YML049C	RSE1	U2 snRNP complex
YMR240C	CUS1	U2 snRNP complex
YMR288W	HSH155	U2 snRNP complex
YNL286W	CUS2	U2 snRNP complex
YOR159C	SME1	U2 snRNP complex
YOR319W	HSH49	U2 snRNP complex
YPL213W	LEA1	U2 snRNP complex
YPR182W	SMX3	U2 snRNP complex
YBL026W	LSM2	U4/U6 x U5 tri-snRNP complex
YBR055C	PRP6	U4/U6 x U5 tri-snRNP complex
YBR152W	SPP381	U4/U6 x U5 tri-snRNP complex
YDL098C	SNU23	U4/U6 x U5 tri-snRNP complex
YDR378C	LSM6	U4/U6 x U5 tri-snRNP complex
YDR473C	PRP3	U4/U6 x U5 tri-snRNP complex
YEL026W	SNU13	U4/U6 x U5 tri-snRNP complex
YER029C	SMB1	U4/U6 x U5 tri-snRNP complex
YER112W	LSM4	U4/U6 x U5 tri-snRNP complex
YER146W	LSM5	U4/U6 x U5 tri-snRNP complex
YER172C	BRR2	U4/U6 x U5 tri-snRNP complex
YFL017W-A	SMX2	U4/U6 x U5 tri-snRNP complex
YGR006W	PRP18	U4/U6 x U5 tri-snRNP complex
YGR074W	SMD1	U4/U6 x U5 tri-snRNP complex
YGR075C	PRP38	U4/U6 x U5 tri-snRNP complex
YGR091W	PRP31	U4/U6 x U5 tri-snRNP complex
YHR165C	PRP8	U4/U6 x U5 tri-snRNP complex
YJR022W	LSM8	U4/U6 x U5 tri-snRNP complex
YKL173W	SNU114	U4/U6 x U5 tri-snRNP complex
YLR147C	SMD3	U4/U6 x U5 tri-snRNP complex
YLR275W	SMD2	U4/U6 x U5 tri-snRNP complex
YLR438C-A	LSM3	U4/U6 x U5 tri-snRNP complex
YNL147W	LSM7	U4/U6 x U5 tri-snRNP complex
YOR159C	SME1	U4/U6 x U5 tri-snRNP complex
YOR308C	SNU66	U4/U6 x U5 tri-snRNP complex
YPR082C	DIB1	U4/U6 x U5 tri-snRNP complex
YPR178W	PRP4	U4/U6 x U5 tri-snRNP complex
YPR182W	SMX3	U4/U6 x U5 tri-snRNP complex
YBL074C	AAR2	U5 snRNP complex
YDR243C	PRP28	U5 snRNP complex
YER029C	SMB1	U5 snRNP complex
YER172C	BRR2	U5 snRNP complex
YFL017W-A	SMX2	U5 snRNP complex
YGR074W	SMD1	U5 snRNP complex
YHR156C	LIN1	U5 snRNP complex
YHR165C	PRP8	U5 snRNP complex
YKL173W	SNU114	U5 snRNP complex
YLR147C	SMD3	U5 snRNP complex
YLR275W	SMD2	U5 snRNP complex
YOR159C	SME1	U5 snRNP complex
YPR082C	DIB1	U5 snRNP complex
YPR182W	SMX3	U5 snRNP complex
YBL026W	LSM2	U6 snRNP complex
YDR378C	LSM6	U6 snRNP complex
YER112W	LSM4	U6 snRNP complex
YER146W	LSM5	U6 snRNP complex
YJR022W	LSM8	U6 snRNP complex
YLR438C-A	LSM3	U6 snRNP complex
YMR268C	PRP24	U6 snRNP complex
YNL147W	LSM7	U6 snRNP complex
YDR390C	UBA2	Uba2p/Aos1p complex
YPR180W	AOS1	Uba2p/Aos1p complex
YDR092W	UBC13	ubiquitin conjugating enzyme complex
YGL087C	MMS2	ubiquitin conjugating enzyme complex
YBR201W	DER1	ubiquitin ligase ERAD-L complex
YDR057W	YOS9	ubiquitin ligase ERAD-L complex
YLR207W	HRD3	ubiquitin ligase ERAD-L complex
YML029W	USA1	ubiquitin ligase ERAD-L complex
YOL013C	HRD1	ubiquitin ligase ERAD-L complex
YLR207W	HRD3	ubiquitin ligase ERAD-M complex
YOL013C	HRD1	ubiquitin ligase ERAD-M complex
YER151C	UBP3	Ubp3p/Bre5p complex
YNR051C	BRE5	Ubp3p/Bre5p complex
YBR070C	ALG14	UDP-N-acetylglucosamine transferase complex
YGL047W	ALG13	UDP-N-acetylglucosamine transferase complex
YPL003W	ULA1	Ula1p/Uba3p complex
YPR066W	UBA3	Ula1p/Uba3p complex
YDR207C	UME6	Ume6p/Ime1p complex
YJR094C	IME1	Ume6p/Ime1p complex
YDR324C	UTP4	UTP A complex
YEL055C	POL5	UTP A complex
YGR128C	UTP8	UTP A complex
YHR196W	UTP9	UTP A complex
YJL109C	UTP10	UTP A complex
YMR093W	UTP15	UTP A complex
YPL126W	NAN1	UTP A complex
YCR057C	PWP2	UTP B complex
YDR449C	UTP6	UTP B complex
YJL069C	UTP18	UTP B complex
YLR129W	DIP2	UTP B complex
YLR222C	UTP13	UTP B complex
YLR409C	UTP21	UTP B complex
YCL031C	RRP7	UTP C complex
YGL019W	CKB1	UTP C complex
YGR090W	UTP22	UTP C complex
YIL035C	CKA1	UTP C complex
YOR039W	CKB2	UTP C complex
YOR061W	CKA2	UTP C complex
YGL212W	VAM7	Vam3p/Vam7 vacuolar tSNARE complex
YOR106W	VAM3	Vam3p/Vam7 vacuolar tSNARE complex
YER072W	VTC1	VTC heterotetrameric complex
YFL004W	VTC2	VTC heterotetrameric complex
YJL012C	VTC4	VTC heterotetrameric complex
YPL019C	VTC3	VTC heterotetrameric complex
YIL139C	REV7	zeta DNA polymerase complex
YPL167C	REV3	zeta DNA polymerase complex
